seq,IR,Red
164,223009,202003
164,223017,201988
164,223035,202047
164,223038,202028
164,223023,201974
164,223021,202020
164,223020,201967
164,223026,202055
164,223026,202029
165,223040,201979
165,223066,201918
165,223063,201994
165,223067,202029
165,223075,201996
165,223079,202008
165,223072,201965
165,223074,201991
165,223076,201997
165,223083,202060
165,223080,201985
165,223081,202008
165,223081,202029
165,223085,202045
165,223076,202004
165,223081,201972
165,223072,201977
165,223090,201974
165,223073,201983
165,223057,202007
165,223055,201980
165,223045,201943
165,223011,201948
165,223008,201950
165,222977,201945
165,222952,201927
165,222916,201921
165,222911,201923
165,222907,201903
165,222882,201894
165,222879,201923
165,222877,201957
166,222864,201954
166,222870,201884
166,222876,201917
166,222880,201939
166,222883,201916
166,222885,201910
166,222882,201899
166,222894,201949
166,222890,201932
166,222886,201915
166,222892,201893
166,222883,201925
166,222890,201906
166,222883,201928
166,222870,201906
166,222885,201897
166,222871,201915
166,222869,201909
166,222879,201902
166,222864,201918
166,222867,201895
166,222875,201901
166,222865,201929
166,222872,201898
166,222883,201927
166,222887,201978
166,222880,201914
166,222902,201909
166,222890,201923
166,222886,201920
166,222875,201879
166,222890,201897
167,222892,201884
167,222873,201891
167,222879,201880
167,222895,201903
167,222893,201885
167,222887,201917
167,222889,201877
167,222899,201914
167,222903,201891
167,222895,201894
167,222901,201882
167,222889,201922
167,222908,201913
167,222904,201961
167,222906,201873
167,222897,201920
167,222906,201935
167,222901,201911
167,222891,201972
167,222911,202006
167,222916,201954
167,222912,201919
167,222915,201864
167,222917,201888
167,222931,201933
167,222928,201935
167,222940,201894
167,222930,201846
167,222932,201909
167,222942,201919
167,222946,201881
167,222945,201905
168,222952,201905
168,222963,201919
168,222965,201949
168,222977,201959
168,222968,201905
168,222974,201920
168,222972,202009
168,222989,201994
168,222977,201951
168,222980,201949
168,222979,201919
168,222983,201967
168,222981,201977
168,222990,201975
168,222992,201971
168,223001,201936
168,223010,201946
168,223011,201991
168,223005,201970
168,223013,202001
168,223012,201957
168,223021,202019
168,223039,202017
168,223025,201932
168,223037,202052
168,223015,201954
168,223030,201987
168,223025,201948
168,223035,201927
168,223017,202006
168,223031,201906
168,223038,201938
169,223060,201994
169,223073,201977
169,223068,201980
169,223083,201952
169,223074,201960
169,223086,201931
169,223091,202005
169,223085,201948
169,223087,201936
169,223093,202002
169,223098,201980
169,223097,201957
169,223104,201977
169,223110,202087
169,223116,202065
169,223105,201935
169,223111,201903
169,223100,201959
169,223109,201958
169,223108,201991
169,223112,201931
169,223161,201955
169,223157,202010
169,223154,202042
169,223162,202022
169,223154,202046
169,223147,201973
169,223154,201954
169,223077,202001
169,223042,202001
169,223018,201955
169,223015,201968
170,222982,201987
170,222937,201938
170,222939,201937
170,222935,201945
170,222942,201989
170,222946,201957
170,222956,201982
170,222953,202015
170,222965,202025
170,222973,201951
170,222974,201914
170,222972,201956
170,222984,202102
170,222982,201978
170,222989,201963
170,223000,201998
170,222999,201995
170,223006,201966
170,223008,201954
170,223009,201936
170,223019,201916
170,223009,202021
170,223027,202021
170,223006,201968
170,223017,201977
170,223012,201953
170,223015,202002
170,223037,201951
170,223033,201945
170,223020,201971
170,223035,201946
170,223045,201975
171,223051,201904
171,223067,202125
171,223061,202028
171,223073,202004
171,223077,201979
171,223073,202018
171,223060,201959
171,223076,202001
171,223067,202010
171,223069,201991
171,223063,201974
171,223069,201996
171,223066,201977
171,223078,201968
171,223090,201991
171,223088,201987
171,223095,201947
171,223092,202032
171,223097,202000
171,223088,201977
171,223095,202050
171,223088,201986
171,223105,201973
171,223105,202028
171,223106,202016
171,223115,201973
171,223110,201985
171,223112,202013
171,223113,202067
171,223125,202061
171,223130,202052
171,223130,202057
172,223136,202007
172,223180,202118
172,223195,201978
172,223193,202058
172,223202,202086
172,223197,202024
172,223198,202036
172,223208,201995
172,223205,202099
172,223204,202070
172,223215,202046
172,223196,202028
172,223202,202003
172,223207,202042
172,223210,202076
172,223208,202087
172,223216,202069
172,223224,202085
172,223215,202050
172,223221,202071
172,223222,202063
172,223231,202140
172,223236,202071
172,223226,202011
172,223234,202040
172,223240,202026
172,223226,202062
172,223251,201978
172,223230,202025
172,223226,202053
172,223236,201991
172,223243,202076
173,223262,202095
173,223244,202113
173,223248,201980
173,223255,202039
173,223240,202073
173,223239,202098
173,223259,202079
173,223246,202085
173,223243,202063
173,223260,202077
173,223260,202069
173,223259,202034
173,223246,202054
173,223273,202059
173,223272,202048
173,223260,202056
173,223264,202091
173,223273,202085
173,223272,202162
173,223294,202026
173,223296,202112
173,223292,202076
173,223296,201982
173,223306,202019
173,223304,202069
173,223301,202014
173,223297,202040
173,223316,202073
173,223307,202062
173,223305,202105
173,223312,202074
173,223293,202040
174,223150,202051
174,223093,201993
174,223092,202071
174,223086,202005
174,223065,201960
174,223069,202000
174,223069,201995
174,223064,202011
174,223082,201960
174,223080,202010
174,223083,201995
174,223095,202013
174,223112,202031
174,223109,202041
174,223098,202011
174,223113,201982
174,223117,202049
174,223111,201993
174,223118,202018
174,223120,201987
174,223110,202039
174,223115,202034
174,223115,202010
174,223112,201999
174,223092,202041
174,223102,202020
174,223108,202030
174,223110,202020
174,223106,202060
174,223115,202028
174,223116,202043
174,223140,202023
175,223139,201990
175,223183,202039
175,223203,202065
175,223202,202089
175,223214,201993
175,223235,202070
175,223259,202089
175,223254,202082
175,223294,202049
175,223299,202086
175,223307,202057
175,223334,202067
175,223361,202054
175,223378,202042
175,223397,202031
175,223377,202125
175,223398,202108
175,223388,202096
175,223379,202042
175,223379,202091
175,223363,202127
175,223355,202149
175,223356,202132
175,223334,202110
175,223328,202073
175,223336,202098
175,223326,202038
175,223324,202085
175,223343,202137
175,223326,202059
175,223329,202062
175,223342,202095
176,223351,202088
176,223404,202178
176,223408,202125
176,223412,202173
176,223423,202182
176,223442,202243
176,223445,202180
176,223464,202172
176,223486,202202
176,223591,202241
176,223629,202282
176,223629,202250
176,223646,202284
176,223674,202246
176,223683,202276
176,223699,202312
176,223693,202268
176,223708,202280
176,223733,202259
176,223733,202251
176,223743,202278
176,223754,202322
176,223788,202314
176,223790,202326
176,223814,202301
176,223819,202354
176,223820,202324
176,223830,202330
176,223836,202318
176,223823,202340
176,223831,202363
176,223832,202403
177,223833,202322
177,223844,202352
177,223850,202340
177,223852,202364
177,223860,202297
177,223870,202394
177,223864,202310
177,223873,202394
177,223862,202410
177,223855,202395
177,223857,202396
177,223868,202391
177,223920,202403
177,223940,202340
177,223948,202385
177,223956,202369
177,224005,202480
177,224028,202405
177,224042,202376
177,224053,202387
177,224073,202432
177,224087,202487
177,224101,202485
177,224112,202478
177,224130,202463
177,224137,202476
177,224144,202457
177,224149,202490
177,224138,202491
177,224146,202474
177,224124,202558
177,224120,202489
178,223886,202445
178,223876,202344
178,223855,202391
178,223867,202481
178,223865,202393
178,223857,202382
178,223878,202365
178,223895,202398
178,223897,202384
178,223908,202364
178,223850,202347
178,223834,202314
178,223856,202358
178,223850,202401
178,223847,202421
178,223856,202363
178,223898,202427
178,223909,202442
178,223908,202389
178,223922,202409
178,223932,202441
178,223923,202457
178,223918,202405
178,223907,202392
178,223894,202415
178,223866,202412
178,223859,202425
178,223852,202390
178,223857,202455
178,223861,202459
178,223859,202427
178,223868,202434
179,223879,202417
179,223850,202379
179,223832,202412
179,223832,202414
179,223837,202396
179,223839,202394
179,223841,202384
179,223830,202438
179,223843,202480
179,223854,202481
179,223850,202470
179,223839,202429
179,223839,202413
179,223831,202387
179,223818,202419
179,223823,202382
179,223845,202396
179,223826,202398
179,223827,202394
179,223836,202406
179,223844,202371
179,223861,202422
179,223873,202436
179,223864,202408
179,223862,202415
179,223878,202380
179,223877,202473
179,223867,202391
179,223894,202357
179,223886,202420
179,223904,202439
179,223919,202469
180,223949,202424
180,223971,202471
180,223974,202455
180,223979,202467
180,223984,202462
180,223991,202446
180,223988,202457
180,223972,202456
180,223988,202491
180,223970,202429
180,223974,202441
180,223974,202499
180,223973,202462
180,223959,202465
180,223973,202457
180,223965,202456
180,223951,202379
180,223948,202418
180,223943,202418
180,223956,202391
180,223951,202493
180,223963,202457
180,223964,202376
180,223963,202416
180,223985,202407
180,223983,202418
180,223983,202460
180,223987,202428
180,224019,202447
180,224003,202469
180,224008,202428
180,224018,202458
181,223967,202462
181,223973,202484
181,223971,202373
181,223959,202449
181,223964,202472
181,223959,202404
181,223958,202431
181,223950,202434
181,223963,202427
181,223977,202456
181,223967,202417
181,223986,202433
181,223984,202509
181,223976,202469
181,223997,202391
181,223990,202435
181,223990,202424
181,224002,202423
181,223990,202405
181,223975,202484
181,223967,202493
181,223966,202453
181,223964,202498
181,223960,202453
181,223955,202464
181,223948,202494
181,223951,202486
181,223940,202469
181,223965,202473
181,223954,202464
181,223964,202445
181,223966,202465
182,223955,202444
182,223797,202401
182,223774,202361
182,223769,202386
182,223777,202423
182,223756,202429
182,223752,202365
182,223757,202420
182,223753,202422
182,223751,202359
182,223757,202375
182,223758,202410
182,223758,202447
182,223778,202423
182,223788,202440
182,223792,202417
182,223796,202366
182,223818,202423
182,223837,202433
182,223837,202454
182,223851,202421
182,223872,202442
182,223877,202486
182,223892,202435
182,223893,202378
182,223921,202458
182,223913,202425
182,223934,202441
182,223930,202407
182,223915,202418
182,223923,202503
182,223911,202414
183,223905,202432
183,223929,202452
183,223920,202384
183,223930,202431
183,223940,202434
183,223938,202385
183,223942,202395
183,223955,202435
183,223932,202353
183,223930,202359
183,223921,202355
183,223894,202386
183,223907,202358
183,223886,202423
183,223885,202380
183,223864,202366
183,223865,202404
183,223856,202440
183,223848,202398
183,223862,202392
183,223872,202401
183,223871,202407
183,223864,202389
183,223885,202411
183,223891,202341
183,223888,202397
183,223905,202387
183,223918,202435
183,223921,202459
183,223920,202453
183,223925,202486
183,223926,202470
184,223925,202413
184,223912,202440
184,223905,202360
184,223905,202398
184,223907,202450
184,223906,202355
184,223901,202379
184,223913,202389
184,223909,202439
184,223909,202393
184,223911,202406
184,223914,202369
184,223892,202349
184,223907,202406
184,223897,202458
184,223896,202406
184,223901,202366
184,223902,202462
184,223904,202386
184,223899,202368
184,223894,202386
184,223903,202398
184,223893,202416
184,223914,202471
184,223909,202472
184,223902,202437
184,223917,202602
184,223932,202498
184,223905,202510
184,223923,202447
184,223932,202452
184,223930,202425
185,223980,202446
185,223985,202417
185,223984,202435
185,223990,202394
185,223987,202417
185,223991,202415
185,224006,202482
185,224034,202514
185,224029,202478
185,224032,202482
185,224028,202478
185,224039,202490
185,224047,202475
185,224045,202463
185,224043,202406
185,224052,202467
185,224051,202457
185,224047,202484
185,224053,202465
185,224044,202469
185,224053,202457
185,224038,202470
185,224072,202462
185,224060,202415
185,224051,202456
185,224048,202486
185,224057,202468
185,224052,202473
185,224067,202447
185,224065,202473
185,224061,202466
185,224060,202464
186,223861,202365
186,223841,202359
186,223829,202358
186,223815,202331
186,223785,202353
186,223790,202382
186,223774,202385
186,223777,202369
186,223779,202366
186,223792,202395
186,223778,202351
186,223780,202365
186,223805,202362
186,223819,202356
186,223806,202337
186,223819,202319
186,223822,202298
186,223825,202319
186,223837,202357
186,223834,202316
186,223822,202342
186,223826,202327
186,223836,202358
186,223830,202330
186,223820,202352
186,223820,202314
186,223826,202370
186,223799,202329
186,223803,202295
186,223800,202357
186,223793,202351
186,223794,202321
187,223828,202316
187,223822,202382
187,223835,202359
187,223827,202352
187,223828,202372
187,223840,202391
187,223816,202335
187,223811,202339
187,223813,202377
187,223810,202332
187,223820,202368
187,223812,202280
187,223811,202331
187,223798,202350
187,223779,202315
187,223801,202343
187,223793,202328
187,223777,202320
187,223781,202388
187,223782,202331
187,223772,202352
187,223787,202368
187,223792,202359
187,223806,202301
187,223781,202287
187,223797,202311
187,223805,202293
187,223804,202362
187,223798,202380
187,223809,202331
187,223809,202390
187,223806,202303
188,223801,202344
188,223820,202327
188,223816,202335
188,223817,202304
188,223827,202331
188,223831,202315
188,223820,202377
188,223829,202339
188,223835,202381
188,223820,202352
188,223821,202369
188,223834,202342
188,223835,202330
188,223824,202358
188,223827,202346
188,223828,202350
188,223820,202345
188,223836,202353
188,223839,202359
188,223834,202360
188,223838,202314
188,223835,202365
188,223836,202335
188,223842,202325
188,223836,202354
188,223839,202308
188,223838,202406
188,223844,202340
188,223849,202302
188,223837,202328
188,223839,202304
188,223831,202364
189,223858,202325
189,223864,202246
189,223870,202312
189,223876,202292
189,223869,202296
189,223877,202285
189,223874,202272
189,223865,202274
189,223870,202324
189,223884,202280
189,223878,202289
189,223893,202370
189,223878,202307
189,223887,202314
189,223889,202328
189,223893,202320
189,223897,202259
189,223903,202315
189,223913,202353
189,223912,202356
189,223916,202370
189,223916,202334
189,223927,202373
189,223921,202380
189,223930,202303
189,223939,202316
189,223926,202351
189,223929,202301
189,223915,202311
189,223908,202329
189,223892,202296
189,223871,202325
190,223672,202290
190,223659,202299
190,223655,202238
190,223657,202302
190,223641,202232
190,223634,202242
190,223625,202231
190,223632,202214
190,223634,202209
190,223638,202280
190,223649,202216
190,223637,202194
190,223669,202216
190,223665,202268
190,223673,202218
190,223665,202205
190,223681,202214
190,223668,202205
190,223679,202246
190,223675,202265
190,223674,202284
190,223666,202269
190,223688,202294
190,223678,202252
190,223690,202251
190,223674,202276
190,223684,202274
190,223676,202266
190,223663,202205
190,223675,202282
190,223662,202246
190,223678,202240
191,223690,202247
191,223686,202219
191,223702,202268
191,223683,202289
191,223673,202234
191,223688,202273
191,223700,202276
191,223677,202249
191,223685,202240
191,223679,202226
191,223669,202210
191,223678,202265
191,223670,202249
191,223655,202238
191,223665,202258
191,223662,202274
191,223673,202275
191,223664,202239
191,223685,202227
191,223680,202234
191,223670,202215
191,223666,202240
191,223669,202233
191,223672,202232
191,223666,202232
191,223672,202247
191,223679,202179
191,223659,202207
191,223676,202245
191,223685,202201
191,223676,202266
191,223676,202263
192,223683,202232
192,223696,202345
192,223704,202327
192,223711,202358
192,223699,202329
192,223698,202306
192,223705,202255
192,223690,202201
192,223707,202229
192,223703,202236
192,223701,202165
192,223705,202216
192,223698,202183
192,223690,202208
192,223681,202189
192,223689,202194
192,223691,202175
192,223686,202325
192,223703,202267
192,223692,202239
192,223702,202231
192,223724,202176
192,223707,202235
192,223709,202201
192,223717,202205
192,223718,202274
192,223732,202207
192,223716,202176
192,223713,202251
192,223723,202262
192,223731,202226
192,223734,202164
193,223748,202340
193,223754,202310
193,223755,202241
193,223746,202228
193,223780,202199
193,223769,202274
193,223768,202220
193,223786,202198
193,223793,202252
193,223792,202267
193,223776,202241
193,223799,202265
193,223795,202228
193,223799,202195
193,223806,202230
193,223806,202220
193,223799,202238
193,223813,202281
193,223812,202328
193,223814,202254
193,223809,202262
193,223812,202177
193,223825,202270
193,223827,202203
193,223823,202222
193,223831,202176
193,223815,202245
193,223823,202236
193,223821,202243
193,223835,202239
193,223831,202187
193,223845,202285
194,223857,202257
194,223745,202210
194,223720,202167
194,223692,202197
194,223680,202211
194,223657,202170
194,223587,202286
194,223585,202189
194,223568,202204
194,223575,202194
194,223586,202177
194,223580,202184
194,223582,202123
194,223586,202111
194,223601,202137
194,223601,202207
194,223599,202175
194,223609,202183
194,223606,202156
194,223606,202195
194,223613,202142
194,223626,202181
194,223614,202255
194,223637,202267
194,223628,202263
194,223629,202241
194,223629,202222
194,223622,202205
194,223625,202176
194,223618,202088
194,223632,202113
194,223615,202178
195,223613,202119
195,223636,202168
195,223629,202152
195,223652,202134
195,223662,202172
195,223648,202226
195,223650,202173
195,223653,202181
195,223647,202161
195,223657,202117
195,223645,202148
195,223656,202150
195,223637,202179
195,223652,202181
195,223649,202160
195,223639,202153
195,223638,202152
195,223653,202155
195,223644,202055
195,223627,202129
195,223630,202152
195,223638,202104
195,223631,202114
195,223658,202164
195,223639,202136
195,223636,202131
195,223637,202157
195,223640,202140
195,223632,202157
195,223647,202164
195,223648,202151
195,223633,202172
196,223644,202128
196,223643,202170
196,223655,202148
196,223653,202095
196,223650,202164
196,223658,202202
196,223665,202204
196,223660,202147
196,223651,202134
196,223663,202147
196,223670,202216
196,223645,202129
196,223662,202136
196,223654,202131
196,223652,202197
196,223665,202173
196,223672,202218
196,223661,202172
196,223673,202187
196,223675,202161
196,223684,202140
196,223677,202173
196,223689,202175
196,223697,202140
196,223698,202149
196,223707,202126
196,223688,202185
196,223681,202193
196,223697,202192
196,223697,202160
196,223685,202199
196,223688,202150
197,223695,202232
197,223700,202246
197,223705,202151
197,223699,202164
197,223705,202193
197,223699,202193
197,223704,202114
197,223705,202128
197,223708,202169
197,223714,202132
197,223699,202182
197,223702,202204
197,223716,202134
197,223720,202153
197,223724,202171
197,223715,202149
197,223718,202153
197,223709,202072
197,223738,202185
197,223741,202203
197,223739,202237
197,223743,202228
197,223750,202173
197,223739,202156
197,223739,202212
197,223720,202212
197,223717,202260
197,223710,202306
197,223687,202263
197,223664,202171
197,223631,202139
197,223613,202183
198,223581,202131
198,223486,202061
198,223479,202135
198,223476,202007
198,223464,202029
198,223464,202114
198,223452,202102
198,223465,202119
198,223467,202042
198,223473,202072
198,223469,202071
198,223472,202148
198,223485,202079
198,223471,202048
198,223482,202056
198,223483,202073
198,223468,202079
198,223488,202064
198,223482,202081
198,223493,202114
198,223497,202087
198,223502,202031
198,223503,202129
198,223511,202099
198,223503,202145
198,223499,202135
198,223510,202097
198,223519,202043
198,223514,202046
198,223534,202056
198,223520,202047
198,223513,202054
199,223509,202039
199,223479,202064
199,223495,201963
199,223498,202085
199,223489,202012
199,223490,201982
199,223502,202041
199,223507,202073
199,223495,202044
199,223513,202018
199,223512,201930
199,223508,202057
199,223523,202083
199,223510,202061
199,223510,202078
199,223501,201968
199,223507,201984
199,223520,202016
199,223503,202037
199,223529,202046
199,223517,202029
199,223511,201990
199,223529,202110
199,223534,202055
199,223532,202012
199,223529,202021
199,223537,202078
199,223520,202069
199,223542,202039
199,223535,202033
199,223540,202045
199,223537,202026
200,223555,202075
200,223552,202063
200,223567,202078
200,223580,202035
200,223560,202081
200,223568,202120
200,223565,202054
200,223565,202098
200,223568,201995
200,223577,202143
200,223584,202089
200,223576,202058
200,223578,202088
200,223585,202093
200,223594,202032
200,223605,202086
200,223587,202042
200,223583,202058
200,223605,202053
200,223594,202096
200,223598,202125
200,223602,202071
200,223600,202063
200,223594,202083
200,223606,202073
200,223600,202079
200,223611,202082
200,223614,202060
200,223616,202106
200,223610,202149
200,223619,202083
200,223613,202145
201,223651,202064
201,223652,202134
201,223656,202078
201,223646,202021
201,223667,202059
201,223665,202090
201,223670,202109
201,223661,202098
201,223675,202104
201,223677,202094
201,223668,202080
201,223677,202149
201,223665,202117
201,223672,202109
201,223678,202151
201,223681,202115
201,223665,202102
201,223671,202079
201,223672,202057
201,223648,202087
201,223628,202066
201,223622,202088
201,223605,202084
201,223563,202047
201,223546,202034
201,223521,202103
201,223500,202062
201,223492,202037
201,223465,202025
201,223444,201994
201,223390,201997
201,223387,201961
202,223418,201970
202,223413,202020
202,223419,202031
202,223438,202015
202,223420,202027
202,223430,202103
202,223427,202019
202,223427,202075
202,223424,202028
202,223427,202002
202,223430,201964
202,223436,202020
202,223414,201933
202,223422,201954
202,223429,201925
202,223432,201939
202,223420,201970
202,223417,201958
202,223406,201990
202,223411,201959
202,223428,202006
202,223430,201968
202,223433,201978
202,223450,201992
202,223463,201961
202,223457,202006
202,223442,201955
202,223445,201941
202,223451,201947
202,223434,201914
202,223442,201919
202,223443,201936
203,223434,201960
203,223425,201979
203,223425,201964
203,223428,201961
203,223441,201908
203,223445,201999
203,223446,201922
203,223445,202082
203,223445,201977
203,223436,201962
203,223439,202008
203,223442,201942
203,223443,201996
203,223444,201926
203,223457,201987
203,223443,201923
203,223453,201966
203,223435,201986
203,223428,201975
203,223431,201905
203,223442,201940
203,223427,201979
203,223434,201937
203,223446,201931
203,223460,201919
203,223467,201962
203,223460,201929
203,223468,201943
203,223459,201923
203,223452,201943
203,223464,201969
203,223453,201936
204,223465,201945
204,223471,201971
204,223483,201936
204,223477,202009
204,223481,201993
204,223469,202036
204,223501,201994
204,223475,202001
204,223480,201971
204,223494,202000
204,223490,201973
204,223489,201937
204,223482,201941
204,223484,201991
204,223508,201947
204,223513,201945
204,223504,201977
204,223492,201965
204,223496,201994
204,223499,201952
204,223510,201984
204,223496,201990
204,223498,201945
204,223508,201951
204,223497,201947
204,223507,201988
204,223509,201956
204,223506,201974
204,223499,201942
204,223518,201957
204,223516,201960
204,223511,201969
205,223547,201986
205,223554,201980
205,223570,201952
205,223596,201918
205,223575,201967
205,223594,201940
205,223596,202007
205,223598,201933
205,223591,201960
205,223606,201992
205,223595,201976
205,223601,201941
205,223610,202007
205,223618,201974
205,223610,201947
205,223612,201991
205,223628,201983
205,223603,201968
205,223608,201994
205,223604,202015
205,223587,201938
205,223574,201954
205,223555,201925
205,223514,201954
205,223493,201937
205,223479,201917
205,223460,201908
205,223435,201981
205,223417,201892
205,223407,201954
205,223387,201880
205,223385,201891
206,223382,201933
206,223361,201901
206,223371,201889
206,223380,201881
206,223373,201860
206,223386,201919
206,223392,201877
206,223386,201898
206,223403,201890
206,223396,201912
206,223404,201893
206,223405,201877
206,223402,201896
206,223411,201929
206,223419,201926
206,223427,201929
206,223421,201906
206,223410,201913
206,223417,201902
206,223407,201931
206,223409,201859
206,223365,201915
206,223420,201883
206,223433,201914
206,223430,201984
206,223449,201933
206,223426,201938
206,223451,201946
206,223450,201941
206,223441,201890
206,223428,201911
206,223433,201944
207,223443,201920
207,223437,201871
207,223441,201862
207,223444,201850
207,223439,201869
207,223453,201881
207,223454,201914
207,223449,201899
207,223449,201871
207,223460,201839
207,223463,201860
207,223444,201915
207,223432,201879
207,223443,201885
207,223450,201915
207,223445,201925
207,223446,201840
207,223437,201877
207,223464,201930
207,223448,201898
207,223450,201843
207,223445,201838
207,223451,201889
207,223455,201863
207,223474,201853
207,223460,201827
207,223444,201809
207,223472,201871
207,223463,201873
207,223457,201833
207,223472,201918
207,223470,201850
208,223492,201866
208,223486,201906
208,223479,201926
208,223491,201882
208,223506,201929
208,223498,201940
208,223493,201962
208,223507,201966
208,223498,201945
208,223512,201933
208,223509,201890
208,223507,201887
208,223512,201931
208,223504,201918
208,223511,201937
208,223497,201981
208,223489,201955
208,223498,201873
208,223509,201947
208,223497,201942
208,223480,201908
208,223486,201905
208,223490,201921
208,223480,202013
208,223477,201988
208,223466,202018
208,223466,201972
208,223467,201977
208,223471,201961
208,223470,201978
208,223486,201973
208,223486,202005
209,223562,202028
209,223569,202037
209,223572,201966
209,223567,202024
209,223583,202009
209,223588,202009
209,223581,201989
209,223590,202037
209,223585,202070
209,223599,202001
209,223603,202037
209,223607,202046
209,223602,202082
209,223617,202067
209,223615,202009
209,223623,202029
209,223625,202018
209,223591,202025
209,223582,202000
209,223534,201999
209,223539,202005
209,223514,201959
209,223482,201910
209,223460,201959
209,223369,201925
209,223372,201940
209,223352,201927
209,223348,201887
209,223343,201911
209,223359,201886
209,223352,201937
209,223342,201903
210,223355,201925
210,223395,201950
210,223394,201984
210,223401,201967
210,223395,201967
210,223423,201977
210,223394,202008
210,223404,201926
210,223421,201940
210,223420,201982
210,223405,201955
210,223396,201987
210,223427,202007
210,223422,202020
210,223418,201983
210,223426,201938
210,223435,202023
210,223459,202001
210,223450,201956
210,223480,201994
210,223461,201964
210,223462,202034
210,223472,201995
210,223492,201950
210,223467,201960
210,223489,201963
210,223476,201970
210,223461,201987
210,223467,202050
210,223475,202022
210,223467,202017
210,223465,202037
211,223516,201999
211,223520,202056
211,223522,202030
211,223510,202032
211,223520,202038
211,223516,202020
211,223518,202027
211,223511,202009
211,223513,201996
211,223524,202028
211,223521,202001
211,223532,202056
211,223528,202016
211,223535,202088
211,223534,201941
211,223539,202060
211,223541,201985
211,223556,201974
211,223549,202036
211,223553,202016
211,223570,202040
211,223571,202081
211,223564,202106
211,223567,202048
211,223579,202122
211,223563,202055
211,223566,202065
211,223566,202030
211,223563,202027
211,223581,202026
211,223578,202026
211,223578,202028
212,223584,201948
212,223599,201938
212,223611,201974
212,223594,201938
212,223613,201911
212,223616,201926
212,223618,201922
212,223608,201918
212,223620,201873
212,223634,201914
212,223626,201928
212,223618,201934
212,223624,202074
212,223629,201992
212,223626,201955
212,223632,201963
212,223633,201973
212,223631,201938
212,223628,201993
212,223630,202004
212,223625,201931
212,223634,201960
212,223648,201963
212,223649,201986
212,223648,201949
212,223647,202004
212,223642,202000
212,223634,202040
212,223659,201974
212,223655,201952
212,223640,201964
212,223646,201945
213,223679,202056
213,223684,202093
213,223680,202062
213,223712,202058
213,223686,202013
213,223705,202037
213,223682,202058
213,223688,201973
213,223681,202004
213,223676,202018
213,223656,202055
213,223632,202022
213,223622,202038
213,223597,202082
213,223583,202001
213,223560,202043
213,223536,202017
213,223505,202021
213,223490,201978
213,223471,202043
213,223455,201995
213,223459,201987
213,223433,201993
213,223422,201967
213,223437,201955
213,223422,201966
213,223420,201945
213,223417,201956
213,223425,201958
213,223423,201948
213,223426,201966
213,223424,201977
214,223426,201959
214,223445,201952
214,223434,201948
214,223427,201948
214,223439,201955
214,223441,201989
214,223443,202006
214,223421,202009
214,223426,201996
214,223418,201917
214,223418,201882
214,223430,201944
214,223424,201959
214,223422,201935
214,223429,201995
214,223434,201947
214,223433,201944
214,223434,201953
214,223449,201986
214,223441,201938
214,223437,201929
214,223425,201947
214,223424,201972
214,223423,201903
214,223417,201959
214,223416,201989
214,223407,201917
214,223419,201909
214,223405,201894
214,223408,201924
214,223417,201916
214,223414,201892
215,223426,201943
215,223422,201939
215,223415,201924
215,223414,201873
215,223416,201925
215,223420,201923
215,223427,201923
215,223426,202007
215,223415,202004
215,223423,201963
215,223429,201947
215,223417,201984
215,223432,202023
215,223423,201918
215,223424,201917
215,223425,201917
215,223429,201929
215,223443,201931
215,223431,201997
215,223438,201917
215,223447,201970
215,223439,201962
215,223434,201913
215,223434,201932
215,223437,201946
215,223424,201922
215,223442,201919
215,223451,201983
215,223437,202004
215,223414,201907
215,223424,201929
215,223417,201924
216,223421,201903
216,223449,202038
216,223430,201954
216,223439,201956
216,223457,202001
216,223448,201971
216,223456,201961
216,223460,201964
216,223467,201942
216,223475,201971
216,223491,202025
216,223471,201944
216,223476,201959
216,223491,201986
216,223483,201969
216,223484,201972
216,223488,202000
216,223503,201931
216,223489,201973
216,223504,202078
216,223491,201975
216,223493,201987
216,223501,202008
216,223513,201970
216,223521,201950
216,223514,201976
216,223526,202036
216,223560,202014
216,223549,201976
216,223548,201973
216,223550,202031
216,223547,201971
217,223554,201980
217,223560,202015
217,223570,202040
217,223562,201998
217,223550,202011
217,223546,202004
217,223541,201957
217,223513,201993
217,223497,202050
217,223485,202018
217,223458,201950
217,223448,201987
217,223431,202000
217,223415,201964
217,223375,201961
217,223365,201925
217,223347,201973
217,223339,201922
217,223322,201915
217,223319,201914
217,223319,201888
217,223337,201914
217,223339,201922
217,223333,201931
217,223344,201930
217,223341,201870
217,223346,201912
217,223376,201925
217,223383,201930
217,223371,201916
217,223377,201897
217,223387,201931
218,223363,201883
218,223373,201900
218,223379,201933
218,223384,201947
218,223379,201949
218,223377,201945
218,223383,201960
218,223395,202049
218,223392,202023
218,223400,201956
218,223414,201941
218,223423,201949
218,223420,202000
218,223423,201965
218,223429,201979
218,223414,201970
218,223406,201952
218,223409,201968
218,223406,201967
218,223389,201946
218,223416,201956
218,223412,201930
218,223380,201859
218,223412,201857
218,223409,201903
218,223385,201975
218,223411,201957
218,223406,201941
218,223411,201944
218,223415,201936
218,223425,201898
218,223405,201974
219,223438,201957
219,223433,201994
219,223429,201881
219,223417,201930
219,223425,201939
219,223441,202007
219,223425,201958
219,223422,201987
219,223427,201939
219,223421,201934
219,223431,201961
