seq,IR,Red
55,224076,203797
55,224085,203844
55,224094,203862
55,224094,203838
55,224108,203864
55,224112,203857
55,224130,203843
55,224107,203845
55,224117,203834
55,224127,203810
55,224126,203850
55,224127,203799
55,224129,203812
55,224132,203821
55,224126,203787
55,224140,203837
55,224127,203783
56,224108,203801
56,224133,203814
56,224126,203841
56,224135,203840
56,224120,203785
56,224124,203743
56,224128,203782
56,224126,203795
56,224127,203785
56,224119,203812
56,224124,203751
56,224113,203746
56,224120,203777
56,224124,203807
56,224118,203803
56,224109,203827
56,224125,203797
56,224128,203850
56,224124,203801
56,224142,203814
56,224141,203777
56,224139,203858
56,224156,203858
56,224157,203873
56,224165,203833
56,224150,203815
56,224151,203796
56,224162,203800
56,224163,203822
56,224166,203808
56,224168,203868
56,224186,203796
57,224183,203805
57,224202,203867
57,224194,203789
57,224198,203786
57,224198,203817
57,224197,203747
57,224206,203804
57,224204,203846
57,224198,203798
57,224215,203790
57,224204,203828
57,224212,203785
57,224219,203800
57,224220,203852
57,224220,203720
57,224213,203773
57,224229,203840
57,224229,203837
57,224230,203804
57,224233,203779
57,224253,203844
57,224239,203904
57,224235,203868
57,224240,203907
57,224241,203820
57,224254,203773
57,224250,203805
57,224247,203838
57,224239,203759
57,224263,203719
57,224271,203790
57,224280,203792
58,224313,203839
58,224310,203795
58,224325,203826
58,224318,203764
58,224305,203808
58,224312,203847
58,224317,203794
58,224325,203771
58,224321,203770
58,224329,203827
58,224320,203797
58,224331,203825
58,224325,203810
58,224320,203809
58,224315,203748
58,224330,203836
58,224339,203861
58,224338,203836
58,224342,203781
58,224336,203748
58,224344,203803
58,224345,203778
58,224358,203790
58,224344,203799
58,224337,203864
58,224354,203903
58,224354,203808
58,224351,203797
58,224358,203777
58,224366,203784
58,224380,203800
58,224356,203788
59,224362,203772
59,224217,203709
59,224197,203730
59,224184,203700
59,224170,203785
59,224148,203733
59,224138,203681
59,224130,203758
59,224134,203740
59,224132,203732
59,224138,203759
59,224123,203737
59,224144,203720
59,224141,203761
59,224138,203679
59,224141,203714
59,224151,203748
59,224161,203713
59,224172,203718
59,224183,203731
59,224187,203653
59,224187,203660
59,224201,203714
59,224196,203672
59,224189,203705
59,224208,203736
59,224222,203705
59,224217,203705
59,224211,203702
59,224213,203646
59,224218,203700
59,224209,203681
60,224207,203698
60,224215,203653
60,224235,203688
60,224211,203688
60,224211,203689
60,224232,203670
60,224230,203710
60,224240,203705
60,224241,203701
60,224243,203657
60,224246,203673
60,224246,203670
60,224235,203704
60,224231,203728
60,224235,203701
60,224242,203695
60,224240,203720
60,224238,203691
60,224251,203746
60,224251,203750
60,224249,203703
60,224257,203748
60,224260,203697
60,224252,203724
60,224260,203708
60,224264,203648
60,224275,203709
60,224280,203653
60,224288,203709
60,224273,203700
60,224268,203701
60,224289,203705
61,224287,203693
61,224327,203717
61,224330,203664
61,224327,203729
61,224335,203739
61,224330,203673
61,224343,203740
61,224329,203735
61,224343,203700
61,224346,203751
61,224339,203696
61,224337,203791
61,224345,203739
61,224337,203742
61,224343,203757
61,224351,203766
61,224349,203741
61,224349,203755
61,224354,203745
61,224359,203843
61,224401,203803
61,224399,203684
61,224401,203739
61,224405,203720
61,224418,203748
61,224434,203780
61,224403,203749
61,224419,203789
61,224427,203757
61,224427,203757
61,224433,203792
61,224430,203787
62,224471,203765
62,224463,203720
62,224460,203763
62,224482,203719
62,224472,203701
62,224469,203758
62,224481,203732
62,224483,203751
62,224480,203751
62,224483,203744
62,224496,203763
62,224499,203834
62,224494,203811
62,224504,203737
62,224511,203838
62,224510,203801
62,224507,203767
62,224533,203718
62,224528,203717
62,224532,203708
62,224546,203780
62,224546,203781
62,224535,203754
62,224550,203769
62,224554,203787
62,224548,203815
62,224567,203787
62,224565,203721
62,224568,203788
62,224555,203811
62,224570,203803
62,224570,203802
63,224443,203744
63,224412,203688
63,224390,203735
63,224371,203692
63,224367,203707
63,224360,203642
63,224362,203692
63,224354,203710
63,224350,203755
63,224351,203711
63,224349,203681
63,224358,203689
63,224361,203660
63,224359,203689
63,224380,203706
63,224373,203706
63,224398,203734
63,224387,203766
63,224370,203697
63,224398,203722
63,224418,203765
63,224394,203728
63,224408,203726
63,224428,203740
63,224429,203720
63,224429,203702
63,224438,203726
63,224450,203751
63,224427,203729
63,224436,203707
63,224438,203671
63,224424,203676
64,224440,203650
64,224471,203722
64,224460,203763
64,224466,203721
64,224464,203726
64,224461,203754
64,224443,203702
64,224436,203734
64,224434,203690
64,224430,203722
64,224426,203746
64,224425,203684
64,224424,203755
64,224420,203704
64,224417,203719
64,224420,203747
64,224408,203738
64,224400,203740
64,224415,203771
64,224412,203764
64,224424,203768
64,224412,203698
64,224414,203696
64,224421,203709
64,224417,203685
64,224413,203703
64,224410,203713
64,224402,203701
64,224405,203791
64,224418,203712
64,224415,203722
64,224414,203658
65,224416,203763
65,224441,203723
65,224441,203762
65,224432,203734
65,224443,203666
65,224453,203731
65,224446,203772
65,224450,203654
65,224453,203705
65,224466,203702
65,224475,203703
65,224470,203658
65,224463,203703
65,224468,203649
65,224476,203712
65,224470,203656
65,224481,203686
65,224489,203646
65,224489,203628
65,224505,203632
65,224497,203606
65,224503,203638
65,224521,203626
65,224505,203589
65,224514,203588
65,224512,203538
65,224516,203566
65,224522,203602
65,224521,203607
65,224524,203630
65,224531,203554
65,224540,203666
66,224556,203641
66,224568,203665
66,224574,203644
66,224587,203639
66,224582,203689
66,224586,203639
66,224580,203632
66,224599,203627
66,224588,203651
66,224584,203619
66,224594,203606
66,224594,203621
66,224592,203692
66,224596,203652
66,224600,203681
66,224613,203668
66,224607,203653
66,224600,203635
66,224596,203677
66,224596,203657
66,224592,203673
66,224583,203628
66,224566,203626
66,224568,203666
66,224547,203630
66,224530,203642
66,224502,203640
66,224480,203636
66,224448,203685
66,224427,203592
66,224417,203598
66,224390,203608
67,224369,203586
67,224331,203497
67,224330,203509
67,224346,203486
67,224347,203554
67,224366,203547
67,224358,203510
67,224375,203550
67,224391,203554
67,224386,203479
67,224403,203508
67,224410,203504
67,224414,203598
67,224448,203554
67,224442,203541
67,224448,203517
67,224458,203503
67,224463,203647
67,224459,203601
67,224437,203533
67,224446,203520
67,224434,203569
67,224434,203536
67,224450,203539
67,224434,203521
67,224430,203544
67,224433,203554
67,224423,203565
67,224434,203530
67,224426,203528
67,224434,203567
67,224431,203543
68,224431,203549
68,224450,203551
68,224430,203542
68,224437,203594
68,224444,203539
68,224448,203545
68,224451,203551
68,224457,203524
68,224462,203519
68,224464,203553
68,224471,203544
68,224462,203531
68,224484,203517
68,224494,203582
68,224492,203534
68,224497,203534
68,224503,203547
68,224520,203544
68,224513,203556
68,224515,203507
68,224531,203595
68,224534,203541
68,224524,203476
68,224533,203550
68,224561,203573
68,224545,203605
68,224545,203573
68,224545,203539
68,224542,203562
68,224533,203529
68,224544,203491
68,224548,203545
69,224580,203540
69,224581,203605
69,224579,203544
69,224578,203591
69,224580,203573
69,224565,203499
69,224582,203507
69,224581,203518
69,224571,203555
69,224572,203559
69,224587,203544
69,224584,203562
69,224583,203594
69,224598,203597
69,224622,203600
69,224629,203546
69,224626,203559
69,224632,203552
69,224630,203535
69,224656,203591
69,224667,203611
69,224644,203589
69,224642,203587
69,224660,203647
69,224644,203576
69,224652,203606
69,224647,203583
69,224636,203551
69,224636,203552
69,224639,203583
69,224644,203604
69,224645,203607
70,224647,203521
70,224648,203624
70,224662,203574
70,224664,203590
70,224675,203550
70,224667,203557
70,224678,203604
70,224679,203572
70,224685,203587
70,224689,203581
70,224695,203560
70,224692,203543
70,224704,203514
70,224716,203581
70,224713,203558
70,224714,203536
70,224730,203555
70,224731,203597
70,224724,203578
70,224710,203571
70,224689,203567
70,224676,203493
70,224657,203498
70,224619,203503
70,224594,203497
70,224586,203510
70,224561,203481
70,224522,203494
70,224517,203522
70,224490,203446
70,224479,203415
70,224462,203497
71,224452,203443
71,224461,203446
71,224462,203505
71,224469,203464
71,224457,203474
71,224461,203521
71,224464,203483
71,224445,203480
71,224444,203472
71,224449,203584
71,224428,203419
71,224431,203423
71,224430,203511
71,224424,203468
71,224419,203480
71,224420,203493
71,224413,203436
71,224407,203428
71,224407,203449
71,224408,203464
71,224415,203452
71,224439,203504
71,224433,203469
71,224460,203438
71,224467,203445
71,224494,203468
71,224505,203510
71,224513,203519
71,224529,203506
71,224542,203496
71,224543,203451
71,224568,203461
72,224558,203570
72,224592,203553
72,224608,203631
72,224634,203593
72,224642,203610
72,224672,203587
72,224682,203620
72,224686,203596
72,224710,203618
72,224734,203666
72,224741,203633
72,224751,203616
72,224751,203619
72,224773,203606
72,224757,203543
72,224765,203662
72,224761,203591
72,224713,203581
72,224726,203539
72,224718,203577
72,224699,203613
72,224711,203585
72,224705,203579
72,224700,203581
72,224696,203630
72,224699,203638
72,224700,203644
72,224719,203573
72,224716,203556
72,224749,203584
72,224780,203616
72,224782,203605
73,224832,203607
73,224829,203627
73,224830,203592
73,224820,203619
73,224820,203610
73,224807,203670
73,224806,203627
73,224808,203663
73,224804,203610
73,224801,203593
73,224818,203622
73,224815,203655
73,224815,203603
73,224809,203656
73,224819,203657
73,224827,203652
73,224821,203667
73,224836,203691
73,224843,203595
73,224838,203643
73,224864,203700
73,224874,203611
73,224866,203636
73,224879,203617
73,224872,203601
73,224870,203594
73,224874,203640
73,224885,203628
73,224860,203651
73,224861,203641
73,224841,203666
73,224836,203640
74,224792,203603
74,224800,203559
74,224806,203592
74,224811,203598
74,224819,203606
74,224854,203621
74,224853,203598
74,224890,203629
74,224893,203623
74,224892,203664
74,224900,203684
74,224906,203596
74,224899,203570
74,224891,203628
74,224878,203613
74,224847,203598
74,224807,203544
74,224815,203610
74,224761,203564
74,224730,203606
74,224727,203601
74,224711,203541
74,224663,203481
74,224669,203548
74,224661,203507
74,224626,203495
74,224624,203549
74,224638,203594
74,224624,203614
74,224618,203581
74,224640,203592
74,224634,203513
75,224630,203476
75,224652,203510
75,224644,203481
75,224640,203469
75,224660,203494
75,224651,203455
75,224640,203486
75,224644,203492
75,224654,203518
75,224649,203509
75,224672,203574
75,224670,203514
75,224687,203542
75,224668,203481
75,224673,203515
75,224664,203553
75,224667,203532
75,224678,203531
75,224696,203543
75,224689,203593
75,224693,203587
75,224692,203551
75,224692,203519
75,224704,203482
75,224698,203527
75,224705,203538
75,224703,203565
75,224698,203524
75,224699,203499
75,224687,203502
75,224697,203495
75,224697,203495
76,224687,203528
76,224667,203542
76,224656,203609
76,224661,203518
76,224664,203606
76,224662,203549
76,224648,203555
76,224660,203573
76,224657,203561
76,224649,203522
76,224660,203522
76,224655,203525
76,224658,203498
76,224666,203520
76,224687,203459
76,224667,203488
76,224671,203496
76,224664,203494
76,224663,203485
76,224668,203476
76,224663,203547
76,224673,203503
76,224667,203515
76,224667,203517
76,224671,203466
76,224678,203477
76,224679,203503
76,224664,203529
76,224665,203501
76,224672,203515
76,224668,203488
76,224649,203515
77,224658,203513
77,224650,203547
77,224659,203545
77,224672,203535
77,224652,203537
77,224666,203493
77,224678,203488
77,224689,203533
77,224668,203486
77,224666,203508
77,224653,203462
77,224661,203467
77,224658,203484
77,224656,203481
77,224657,203459
77,224655,203430
77,224667,203493
77,224654,203482
77,224665,203490
77,224668,203465
77,224660,203434
77,224668,203453
77,224689,203526
77,224679,203497
77,224685,203503
77,224682,203523
77,224697,203533
77,224684,203491
77,224697,203484
77,224669,203529
77,224655,203480
77,224653,203478
78,224639,203448
78,224451,203412
78,224431,203391
78,224404,203361
78,224411,203336
78,224416,203394
78,224409,203326
78,224398,203393
78,224415,203365
78,224420,203412
78,224413,203412
78,224430,203329
78,224428,203343
78,224439,203335
78,224447,203397
78,224453,203372
78,224447,203371
78,224447,203476
78,224448,203460
78,224432,203434
78,224446,203355
78,224423,203335
78,224438,203410
78,224419,203381
78,224406,203384
78,224411,203384
78,224400,203382
78,224411,203409
78,224419,203373
78,224421,203402
78,224421,203417
78,224444,203353
79,224469,203421
79,224449,203405
79,224441,203408
79,224438,203324
79,224426,203402
79,224415,203386
79,224405,203364
79,224405,203307
79,224399,203399
79,224411,203369
79,224399,203338
79,224407,203374
79,224413,203350
79,224409,203367
79,224427,203390
79,224434,203412
79,224424,203357
79,224427,203307
79,224447,203353
79,224441,203360
79,224450,203349
79,224461,203337
79,224461,203375
79,224463,203337
79,224468,203399
79,224464,203385
79,224469,203314
79,224473,203385
79,224471,203407
79,224475,203404
79,224480,203384
79,224487,203321
80,224515,203448
80,224517,203456
80,224513,203420
80,224529,203358
80,224527,203355
80,224512,203340
80,224530,203395
80,224521,203393
80,224525,203443
80,224512,203473
80,224515,203363
80,224521,203378
80,224502,203289
80,224514,203342
80,224508,203342
80,224501,203381
80,224510,203307
80,224511,203358
80,224510,203420
80,224514,203344
80,224522,203332
80,224550,203386
80,224535,203440
80,224535,203358
80,224538,203399
80,224547,203340
80,224539,203366
80,224536,203398
80,224533,203370
80,224539,203330
80,224522,203291
80,224523,203411
81,224518,203391
81,224519,203345
81,224525,203331
81,224546,203394
81,224541,203416
81,224549,203436
81,224542,203444
81,224541,203417
81,224545,203357
81,224537,203430
81,224532,203359
81,224511,203337
81,224496,203268
81,224474,203320
81,224438,203325
81,224419,203337
81,224394,203311
81,224345,203301
81,224344,203314
81,224315,203337
81,224304,203345
81,224271,203275
81,224280,203206
81,224268,203280
81,224223,203318
81,224230,203319
81,224231,203319
81,224218,203251
81,224224,203264
81,224226,203230
81,224206,203278
81,224216,203203
82,224224,203236
82,224237,203255
82,224241,203272
82,224247,203243
82,224249,203172
82,224258,203241
82,224265,203284
82,224265,203214
82,224263,203238
82,224266,203248
82,224279,203230
82,224289,203247
82,224270,203261
82,224266,203260
82,224278,203233
82,224290,203259
82,224272,203227
82,224270,203245
82,224258,203249
82,224260,203250
82,224253,203216
82,224256,203170
82,224262,203280
82,224262,203275
82,224252,203216
82,224259,203208
82,224281,203218
82,224276,203217
82,224276,203199
82,224274,203242
82,224272,203181
82,224278,203262
83,224291,203189
83,224293,203228
83,224292,203214
83,224295,203232
83,224306,203193
83,224317,203238
83,224314,203248
83,224335,203252
83,224341,203209
83,224356,203228
83,224332,203251
83,224349,203232
83,224349,203262
83,224343,203228
83,224351,203298
83,224349,203251
83,224358,203230
83,224361,203258
83,224332,203242
83,224357,203247
83,224337,203180
83,224330,203211
83,224336,203183
83,224321,203211
83,224338,203256
83,224335,203280
83,224326,203217
83,224327,203249
83,224336,203267
83,224339,203239
83,224327,203238
83,224357,203232
84,224352,203259
84,224459,203277
84,224475,203269
84,224452,203233
84,224466,203250
84,224466,203311
84,224462,203263
84,224451,203237
84,224469,203237
84,224412,203224
84,224424,203275
84,224438,203291
84,224421,203291
84,224418,203339
84,224439,203291
84,224431,203295
84,224426,203203
84,224435,203262
84,224445,203295
84,224425,203276
84,224429,203252
84,224443,203331
84,224443,203266
84,224445,203287
84,224426,203336
84,224424,203287
84,224414,203270
84,224401,203230
84,224400,203258
84,224368,203293
84,224380,203252
84,224361,203236
85,224306,203221
85,224292,203259
85,224260,203205
85,224248,203199
85,224233,203210
85,224202,203144
85,224165,203150
85,224173,203143
85,224141,203112
85,224105,203138
85,224112,203178
85,224104,203124
85,224095,203132
85,224092,203077
85,224091,203102
85,224078,203085
85,224076,203046
85,224081,203054
85,224060,203047
85,224058,203033
85,224065,203109
85,224055,203073
85,224043,203071
85,224039,203012
85,224050,203032
85,224055,203047
85,224041,203062
85,224040,203019
85,224039,203003
85,224033,203013
85,224044,203094
85,224044,203030
86,224134,203047
86,224143,203069
86,224137,203109
86,224151,203175
86,224155,203161
86,224184,203134
86,224169,203097
86,224176,203117
86,224178,203106
86,224152,203106
86,224164,203098
86,224166,203120
86,224166,203083
86,224182,203098
86,224043,203071
86,224190,203119
86,224189,203101
86,224211,203147
86,224215,203132
86,224212,203118
86,224220,203068
86,224228,203112
86,224206,203057
86,224222,203119
86,224219,203106
86,224216,203123
86,224211,203076
86,224210,203079
86,224221,203063
86,224203,203089
86,224189,203100
86,224182,203044
87,224170,203064
87,224210,203062
87,224209,203032
87,224225,203068
87,224232,203019
87,224248,203026
87,224278,203087
87,224298,203107
87,224330,203041
87,224327,203049
87,224379,203109
87,224392,203067
87,224408,203132
87,224414,203138
87,224436,203193
87,224434,203146
87,224449,203093
87,224459,203114
87,224454,203130
87,224461,203149
87,224465,203135
87,224468,203115
87,224461,203050
87,224480,203143
87,224512,203157
87,224515,203177
87,224516,203075
87,224539,203140
87,224544,203147
87,224569,203145
87,224593,203149
87,224611,203168
88,224625,203130
88,224566,203113
88,224541,203074
88,224532,203151
88,224522,203066
88,224511,203110
88,224436,203193
88,224511,203146
88,224500,203203
88,224483,203136
88,224482,203178
88,224477,203154
88,224454,203107
88,224448,203086
88,224434,203128
88,224413,203087
88,224419,203047
88,224405,203107
88,224402,203080
88,224369,203066
88,224359,203079
88,224357,203026
88,224323,203050
88,224325,203080
88,224304,203093
88,224288,203067
88,224277,203054
88,224282,203032
88,224275,203122
88,224255,203071
88,224254,203040
88,224245,203045
89,224246,203030
89,224113,203008
89,224091,202974
89,224094,202999
89,224065,202987
89,224029,202961
89,224034,202971
89,224029,203002
89,224003,202944
89,224004,202944
89,224025,202961
89,223997,202946
89,224008,202964
89,224023,202969
89,224027,203000
89,224042,203029
89,224073,202937
89,224093,203017
89,224116,203005
89,224127,202978
89,224143,202991
89,224163,203034
89,224168,202984
89,224190,203020
89,224192,203018
89,224202,202977
89,224223,203024
89,224234,203013
89,224232,203041
89,224239,203039
89,224253,203065
89,224259,203039
90,224302,203058
90,224299,203046
90,224287,203070
90,224283,203067
90,224273,203093
90,224271,203033
90,224274,203054
90,224257,203020
90,224266,203023
90,224275,203093
90,224272,203080
90,224288,203083
90,224290,203106
90,224299,203143
90,224289,203018
90,224295,203046
90,224299,203074
90,224292,203080
90,224307,203049
90,224310,203079
90,224327,203110
90,224328,203082
90,224330,203058
90,224322,203053
90,224331,203068
90,224317,203075
90,224317,203146
90,224315,203123
90,224330,203086
90,224333,203103
90,224327,203087
90,224350,203110
91,224376,203075
91,224392,203104
91,224392,203088
91,224390,203121
91,224389,203072
91,224391,203086
91,224395,203101
91,224373,203099
91,224416,203037
91,224422,203127
91,224419,203031
91,224432,203074
91,224433,203097
91,224443,203084
91,224442,203102
91,224447,203149
91,224458,203165
91,224463,203218
91,224457,203210
91,224455,203175
91,224463,203184
91,224464,203163
91,224451,203157
91,224439,203209
91,224447,203217
91,224453,203205
91,224455,203189
91,224452,203256
91,224455,203214
91,224464,203164
91,224483,203156
91,224477,203215
92,224471,203198
92,224481,203147
92,224474,203171
92,224476,203205
92,224482,203182
92,224474,203233
92,224466,203164
92,224470,203203
92,224480,203174
92,224491,203226
92,224484,203223
92,224475,203181
92,224464,203236
92,224448,203262
92,224422,203251
92,224408,203207
92,224383,203255
92,224356,203223
92,224333,203254
92,224290,203114
92,224286,203159
92,224267,203241
92,224249,203146
92,224234,203183
92,224233,203159
92,224214,203153
92,224204,203175
92,224210,203084
92,224201,203125
92,224204,203124
92,224218,203200
92,224221,203138
93,224221,203131
93,224253,203087
93,224250,203136
93,224264,203093
93,224254,203124
93,224249,203137
93,224249,203130
93,224263,203138
93,224255,203164
93,224258,203079
93,224251,203191
93,224254,203128
93,224262,203126
93,224279,203109
93,224277,203173
93,224279,203131
93,224287,203162
93,224295,203177
93,224286,203124
93,224292,203170
93,224292,203116
93,224296,203167
93,224293,203136
93,224282,203120
93,224279,203137
93,224272,203141
93,224278,203106
93,224264,203148
93,224254,203156
93,224257,203175
93,224258,203169
93,224246,203095
94,224297,203150
94,224293,203136
94,224298,203169
94,224297,203118
94,224289,203049
94,224293,203157
94,224295,203117
94,224282,203135
94,224285,203109
94,224290,203108
94,224286,203126
94,224292,203128
94,224292,203119
94,224295,203066
94,224303,203105
94,224308,203053
94,224305,203106
94,224316,203044
94,224304,203100
94,224313,203137
94,224313,203093
94,224326,203125
94,224317,203113
94,224297,203077
94,224309,203075
94,224306,203122
94,224298,203080
94,224307,203076
94,224308,203095
94,224305,203087
94,224306,203084
94,224304,203095
95,224338,203124
95,224374,203127
95,224358,203117
95,224360,203077
95,224398,203210
95,224391,203247
95,224396,203177
95,224393,203219
95,224393,203148
95,224387,203118
95,224394,203186
95,224390,203209
95,224396,203186
95,224412,203239
95,224410,203132
95,224409,203123
95,224406,203131
95,224416,203119
95,224411,203065
95,224417,203108
95,224423,203185
95,224426,203238
95,224408,203165
95,224413,203156
95,224416,203146
95,224415,203145
95,224411,203150
95,224401,203154
95,224396,203130
95,224372,203093
95,224366,203146
95,224343,203128
96,224315,203127
96,224141,203032
96,224132,202985
96,224137,203056
96,224134,203033
96,224122,202991
96,224123,202984
96,224131,203057
96,224140,202984
96,224141,202945
96,224143,202999
96,224156,202984
96,224160,202986
96,224168,203039
96,224168,203007
96,224185,202993
96,224197,203023
96,224190,203039
96,224192,202986
96,224201,203055
96,224201,203021
96,224193,203010
96,224204,203074
96,224208,203017
96,224197,203058
96,224194,203074
96,224204,203025
96,224194,203089
96,224185,203021
96,224200,203021
96,224203,203048
96,224212,203024
97,224204,202989
97,224210,203012
97,224207,203034
97,224206,203007
97,224203,202979
97,224198,202972
97,224196,202968
97,224210,202994
97,224199,202940
97,224184,203002
97,224199,202989
97,224207,203026
97,224256,203049
97,224241,203086
97,224243,203021
97,224245,203015
97,224254,203074
97,224243,202985
97,224260,203000
97,224257,203010
97,224235,202980
97,224250,203010
97,224238,202995
97,224246,203010
97,224244,202988
97,224260,203003
97,224249,203024
97,224251,202969
97,224255,203066
97,224243,203064
97,224268,202996
97,224261,203028
98,224276,203053
98,224297,203047
98,224303,203061
98,224297,203042
98,224298,203071
98,224302,203034
98,224286,202972
98,224297,203007
98,224300,202966
98,224286,203002
98,224282,202945
98,224285,202922
98,224294,202959
98,224277,203007
98,224306,202966
98,224312,203009
98,224309,202959
98,224315,202970
98,224321,203005
98,224322,203075
98,224324,202968
98,224329,203026
98,224334,202942
98,224327,202993
98,224329,202982
98,224332,203008
98,224327,202996
98,224332,202993
98,224336,203012
98,224329,202977
98,224334,202974
98,224340,202933
99,224334,202992
99,224347,202942
99,224356,202984
99,224346,202914
99,224359,202930
99,224355,202983
99,224332,202944
99,224352,202994
99,224325,202958
99,224314,202998
99,224283,202861
99,224269,202898
99,224244,202942
99,224210,202890
99,224199,202908
99,224177,202953
99,224158,202915
99,224136,202882
99,224124,202839
99,224069,202850
99,224083,202804
99,224082,202875
99,224071,202823
99,224083,202878
99,224090,202833
99,224086,202804
99,224118,202901
99,224120,202944
99,224109,202941
99,224129,202955
99,224125,202874
99,224125,202945
100,224121,202932
100,224125,202929
100,224124,202890
100,224137,202896
100,224136,202927
100,224148,202910
100,224151,203020
100,224172,202978
100,224152,202975
100,224180,202885
100,224198,202941
100,224184,202895
100,224185,202899
100,224178,202915
100,224182,202901
100,224170,202890
100,224175,202979
100,224176,202945
100,224160,202923
100,224170,202928
100,224162,202985
100,224147,202926
100,224158,202876
100,224152,202923
100,224154,202891
100,224157,202872
100,224160,202883
100,224160,202918
100,224166,202888
100,224175,202872
100,224173,202891
100,224180,202876
101,224183,202935
101,224209,202895
101,224215,202919
101,224214,202976
101,224202,202912
101,224215,202891
101,224217,202864
101,224217,202910
101,224226,202920
101,224217,202929
101,224216,202883
101,224222,202904
101,224225,202916
101,224227,202931
101,224228,202889
101,224233,202910
101,224242,202927
101,224235,202921
101,224248,202914
101,224257,202902
101,224251,202927
101,224251,202886
101,224289,202929
101,224266,202923
101,224288,202919
101,224283,202905
101,224271,202935
101,224276,202943
101,224282,202961
101,224284,202900
101,224260,202870
101,224278,202927
102,224276,202892
102,224271,202904
102,224321,202985
102,224318,202919
102,224311,202886
102,224327,202955
102,224311,202921
102,224311,202894
102,224320,202924
102,224321,202987
102,224323,202912
102,224317,203053
102,224322,202965
102,224315,202913
102,224319,202950
102,224332,202964
102,224310,202911
102,224315,202920
102,224305,203020
102,224286,202977
102,224269,202995
102,224238,202991
102,224211,202954
102,224192,202993
102,224176,202873
102,224157,202853
102,224120,202910
102,224077,202886
102,224081,202865
102,224071,202838
102,224078,202834
102,224072,202852
103,224124,202860
103,224121,202818
103,224129,202862
103,224124,202847
103,224137,202823
103,224130,202837
103,224130,202845
103,224130,202844
103,224131,202883
103,224121,202794
103,224115,202848
103,224127,202897
103,224117,202872
103,224113,202930
103,224119,202858
103,224119,202903
103,224125,202858
103,224155,202834
103,224144,202877
103,224130,202922
103,224151,202891
103,224162,202862
103,224144,202898
103,224143,202886
103,224149,202878
103,224142,202867
103,224137,202782
103,224134,202849
103,224138,202871
103,224142,202816
103,224121,202848
103,224125,202776
104,224144,202845
104,224144,202862
104,224139,202840
104,224134,202826
104,224145,202831
104,224131,202851
104,224138,202840
104,224133,202901
104,224124,202788
104,224132,202875
104,224138,202909
104,224115,202813
104,224127,202856
104,224137,202785
104,224142,202894
104,224134,202859
104,224155,202887
104,224153,202842
104,224143,202820
104,224160,202885
104,224166,202819
104,224177,202883
104,224171,202848
104,224186,202850
104,224198,202836
104,224200,202954
104,224213,202970
104,224209,202963
104,224202,202939
104,224201,202913
104,224200,202940
104,224199,202928
105,224210,202902
105,224209,202973
105,224224,202911
105,224242,202943
105,224247,202973
105,224226,202959
105,224240,202920
105,224248,202976
105,224250,202979
105,224246,203005
105,224254,202990
105,224259,202983
105,224257,203067
105,224260,203025
105,224243,202986
105,224257,202951
105,224270,203014
105,224246,202968
105,224257,203007
105,224263,202961
105,224258,202936
105,224267,202945
105,224263,202959
105,224258,202959
105,224247,202912
105,224243,202954
105,224220,202993
105,224218,202922
105,224207,202965
105,224181,202899
105,224170,202918
105,224141,202920
106,224126,202923
106,224027,202895
106,224034,202889
106,224028,202847
106,224022,202852
106,224023,202877
106,224039,202838
106,224036,202863
106,224046,202909
106,224064,202862
106,224079,202823
106,224088,202918
106,224101,202932
106,224094,202879
106,224105,202845
106,224111,202902
106,224112,202925
106,224107,202915
106,224112,202907
106,224116,202910
106,224114,202964
106,224124,202923
106,224116,202870
106,224110,202908
106,224128,202893
106,224139,202975
106,224131,202924
106,224147,202874
106,224150,202915
106,224145,202912
106,224150,202884
106,224167,202953
107,224154,202992
107,224130,202914
107,224131,202906
107,224149,202933
107,224138,202948
107,224145,202896
107,224136,202948
107,224156,202906
107,224152,202911
107,224150,202911
107,224153,202947
107,224146,202858
107,224165,203017
107,224162,202884
107,224173,202956
107,224177,202910
107,224169,202957
107,224178,202903
107,224178,202902
107,224182,202924
107,224184,202899
107,224185,203050
107,224181,202908
107,224194,202915
107,224206,202964
107,224190,202993
107,224190,202930
107,224194,202978
107,224215,202938
107,224196,202896
107,224198,202960
107,224204,202941
108,224196,202908
108,224224,202882
108,224224,202938
108,224233,202927
108,224232,202922
108,224238,202888
108,224251,202955
108,224252,202929
108,224246,202933
108,224248,202958
108,224260,202908
108,224256,202905
108,224249,202847
108,224258,202898
108,224248,202887
108,224257,202895
108,224275,202963
108,224260,202923
108,224258,202907
108,224274,202988
108,224273,202874
108,224273,202943
108,224280,202923
108,224277,202954
108,224271,202885
108,224264,202820
108,224259,202938
108,224258,202908
108,224266,202942
108,224261,202920
108,224267,202943
108,224257,202891
109,224242,202868
109,224121,202906
109,224104,202907
109,224085,202887
109,224065,202861
109,224036,202841
109,224053,202832
109,224029,202844
109,224019,202864
109,224013,202939
109,224016,202940
109,224019,202841
109,224033,202872
109,224023,202935
109,224024,202920
109,224041,202958
109,224062,202911
109,224052,202953
109,224058,202885
109,224058,202903
109,224063,202837
109,224069,202848
109,224092,202915
109,224090,202897
109,224097,202826
109,224093,202862
109,224113,202908
109,224097,202862
109,224099,202900
109,224104,202902
109,224100,202892
109,224105,202864
110,224140,202873
110,224137,202774
110,224132,202820
